freq,rx,tx,user,band
345.7375,345.7375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.75,345.75,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.7625,345.7625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.775,345.775,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.7875,345.7875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.8,345.8,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.8125,345.8125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.825,345.825,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.8375,345.8375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.85,345.85,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.8625,345.8625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.875,345.875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.8875,345.8875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.9,345.9,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.9125,345.9125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.925,345.925,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.9375,345.9375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.95,345.95,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.9625,345.9625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.975,345.975,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
345.9875,345.9875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.0,346.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.0125,346.0125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.025,346.025,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.0375,346.0375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.05,346.05,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.0625,346.0625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.075,346.075,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.0875,346.0875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.1,346.1,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.1125,346.1125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.125,346.125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.1375,346.1375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.15,346.15,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.1625,346.1625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.175,346.175,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.1875,346.1875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.2,346.2,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
346.5,346.5,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
347.2,347.2,ไม่มี,กองทัพอากาศ,UHF
347.4,347.4,ไม่มี,กรมการสื่อสารทหาร,UHF
347.5,347.5,370.0,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
347.525,347.525,358.6,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
347.55,347.55,358.625,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
347.8,347.8,358.65,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
347.825,347.825,358.675,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
348.0,348.0,ไม่มี,กรมการสื่อสารทหาร,UHF
348.1,348.1,358.7,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
348.125,348.125,358.725,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
348.4,348.4,358.9,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
348.425,348.425,358.925,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
348.7,348.7,364.775,บริษัท ทีโอที จำกัด (มหาชน),UHF
349.0,349.0,349.0,กองทัพอากาศ,UHF
349.6,349.6,372.2,กรมการสื่อสารทหาร,UHF
350.425,350.425,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
350.5,350.5,ไม่มี,กรมการสื่อสารทหาร,UHF
350.7,350.7,365.7,การท่าเรือแห่งประเทศไทย,UHF
350.9,350.9,ไม่มี,กรมการสื่อสารทหาร,UHF
351.0,351.0,ไม่มี,กองทัพอากาศ,UHF
351.1,351.1,ไม่มี,กองทัพอากาศ,UHF
351.5,351.5,ไม่มี,กรมการสื่อสารทหาร,UHF
351.7,351.7,ไม่มี,กรมการสื่อสารทหาร,UHF
351.8,351.8,375.0,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
351.9,351.9,ไม่มี,กรมการสื่อสารทหาร,UHF
352.8,352.8,ไม่มี,กรมการสื่อสารทหาร,UHF
352.85,352.85,366.325,การท่าเรือแห่งประเทศไทย,UHF
353.1,353.1,ไม่มี,กรมการสื่อสารทหาร,UHF
353.5,353.5,339.7,บริษัท ทีโอที จำกัด (มหาชน),UHF
353.525,353.525,339.725,บริษัท ทีโอที จำกัด (มหาชน),UHF
354.0,354.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
354.3,354.3,ไม่มี,กองทัพอากาศ,UHF
354.4,354.4,ไม่มี,กรมการสื่อสารทหาร,UHF
354.575,354.575,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.0,355.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.275,355.275,335.275,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.3,355.3,335.3,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.325,355.325,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.375,355.375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.4,355.4,335.4,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.45,355.45,335.45,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.475,355.475,335.475,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.525,355.525,335.525,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.55,355.55,335.55,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.575,355.575,335.575,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.6,355.6,ไม่มี,กรมการสื่อสารทหาร,UHF
355.625,355.625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.65,355.65,335.65,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.675,355.675,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.7,355.7,335.7,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.725,355.725,335.725,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.75,355.75,335.75,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.775,355.775,335.775,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.8,355.8,ไม่มี,กองทัพอากาศ,UHF
355.825,355.825,335.825,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.85,355.85,335.85,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.875,355.875,335.875,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.9,355.9,335.9,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
355.925,355.925,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.95,355.95,335.95,บริษัท ทีโอที จำกัด (มหาชน),UHF
355.975,355.975,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.0,356.0,336.0,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.025,356.025,336.025,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
356.05,356.05,336.05,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
356.075,356.075,336.075,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
356.1,356.1,339.275,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.125,356.125,339.3,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.15,356.15,339.325,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.175,356.175,339.35,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.2,356.2,339.375,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.225,356.225,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.25,356.25,336.25,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.275,356.275,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.3,356.3,336.3,บริษัท ทีโอที จำกัด (มหาชน),UHF
356.325,356.325,336.325,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
356.35,356.35,336.35,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
356.375,356.375,336.375,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
356.4,356.4,336.4,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
356.7,356.7,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
357.0,357.0,ไม่มี,ตรวจสอบให้ ทอ. 19.8.57 (นิรันดร์),UHF
357.5,357.5,ไม่มี,กรมการสื่อสารทหาร,UHF
357.725,357.725,337.725,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.75,357.75,337.75,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.775,357.775,337.775,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.8,357.8,337.8,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.825,357.825,337.825,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.85,357.85,337.85,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.875,357.875,337.875,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.9,357.9,337.9,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.925,357.925,337.925,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.95,357.95,337.95,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
357.975,357.975,337.975,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.0,358.0,338.0,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.025,358.025,338.025,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.05,358.05,338.05,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.075,358.075,338.075,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.1,358.1,338.1,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.125,358.125,338.125,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.15,358.15,338.15,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.175,358.175,338.175,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.2,358.2,338.2,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.225,358.225,338.225,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.25,358.25,338.25,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.275,358.275,338.275,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.3,358.3,338.3,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.325,358.325,338.325,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.35,358.35,338.35,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.375,358.375,338.375,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.4,358.4,338.4,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.425,358.425,338.425,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.45,358.45,338.45,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.475,358.475,338.475,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.5,358.5,338.5,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.525,358.525,338.525,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.55,358.55,338.55,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.575,358.575,338.575,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.6,358.6,347.525,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.625,358.625,347.55,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.65,358.65,347.8,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.675,358.675,347.825,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.7,358.7,348.1,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.725,358.725,348.125,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.8,358.8,358.8,กองทัพอากาศ,UHF
358.9,358.9,348.4,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
358.925,358.925,348.425,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
359.1,359.1,ไม่มี,กองทัพอากาศ,UHF
359.3,359.3,359.3,กองทัพอากาศ,UHF
359.4,359.4,ไม่มี,กรมการสื่อสารทหาร,UHF
359.7,359.7,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
360.2,360.2,ไม่มี,กรมสื่อสารทหารเรือ,UHF
360.5,360.5,ไม่มี,กรมการสื่อสารทหาร,UHF
360.775,360.775,341.875,บริษัท ทีโอที จำกัด (มหาชน),UHF
361.175,361.175,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
361.95,361.95,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
362.5,362.5,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
363.4,363.4,377.8,กรมการสื่อสารทหาร,UHF
363.5,363.5,ไม่มี,กรมการสื่อสารทหาร,UHF
363.55,363.55,363.55,กองทัพอากาศ,UHF
363.6,363.6,ไม่มี,กรมการสื่อสารทหาร,UHF
363.8,363.8,ไม่มี,กรมสื่อสารทหารเรือ,UHF
364.0,364.0,364.0,กองทัพอากาศ,UHF
364.225,364.225,378.625,กรมการสื่อสารทหาร,UHF
364.275,364.275,378.675,กรมการสื่อสารทหาร,UHF
364.5,364.5,ไม่มี,กรมการสื่อสารทหาร,UHF
364.775,364.775,347.7,บริษัท ทีโอที จำกัด (มหาชน),UHF
364.925,364.925,378.925,บริษัท ทีโอที จำกัด (มหาชน),UHF
364.95,364.95,378.95,บริษัท ทีโอที จำกัด (มหาชน),UHF
364.975,364.975,378.975,บริษัท ทีโอที จำกัด (มหาชน),UHF
365.3,365.3,ไม่มี,การรถไฟแห่งประเทศไทย,UHF
365.325,365.325,ไม่มี,วิทยุการบิน,UHF
365.425,365.425,365.425,กองทัพอากาศ,UHF
365.7,365.7,350.7,การท่าเรือแห่งประเทศไทย,UHF
366.0,366.0,366.0,กองทัพอากาศ,UHF
366.325,366.325,352.85,การท่าเรือแห่งประเทศไทย,UHF
366.65,366.65,366.65,กองทัพอากาศ,UHF
366.7,366.7,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.725,366.725,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.75,366.75,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.775,366.775,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.8,366.8,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.825,366.825,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.85,366.85,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.875,366.875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.9,366.9,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.925,366.925,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.95,366.95,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
366.975,366.975,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.0,367.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.0125,367.0125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.025,367.025,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.0375,367.0375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.05,367.05,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.0625,367.0625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.075,367.075,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.0875,367.0875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.1,367.1,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.1125,367.1125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.125,367.125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.1375,367.1375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.15,367.15,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.1625,367.1625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.175,367.175,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.1875,367.1875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.2,367.2,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.2125,367.2125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.225,367.225,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.2375,367.2375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.25,367.25,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.2625,367.2625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.275,367.275,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.2875,367.2875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.3,367.3,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.3125,367.3125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.325,367.325,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.3375,367.3375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.35,367.35,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.3625,367.3625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.375,367.375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.3875,367.3875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.4,367.4,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.4125,367.4125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.425,367.425,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.4375,367.4375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.45,367.45,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.4625,367.4625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.475,367.475,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.4875,367.4875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.5,367.5,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.5125,367.5125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.525,367.525,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.5375,367.5375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.55,367.55,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.5625,367.5625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.575,367.575,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.5875,367.5875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.6,367.6,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.6125,367.6125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.625,367.625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.6375,367.6375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.65,367.65,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.6625,367.6625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.675,367.675,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.6875,367.6875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.7,367.7,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.7125,367.7125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.725,367.725,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.7375,367.7375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.75,367.75,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.7625,367.7625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.775,367.775,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.7875,367.7875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.8,367.8,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.8125,367.8125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.825,367.825,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.8375,367.8375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.85,367.85,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.8625,367.8625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.875,367.875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.8875,367.8875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.9,367.9,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.9125,367.9125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.925,367.925,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.9375,367.9375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.95,367.95,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.9625,367.9625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.975,367.975,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
367.9875,367.9875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.0,368.0,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.0125,368.0125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.025,368.025,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.0375,368.0375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.05,368.05,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.0625,368.0625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.075,368.075,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.0875,368.0875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.1,368.1,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.1125,368.1125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.125,368.125,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.1375,368.1375,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.15,368.15,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.1625,368.1625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.175,368.175,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.1875,368.1875,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.2,368.2,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.225,368.225,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.25,368.25,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.275,368.275,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
368.3,368.3,368.3,การท่าเรือแห่งประเทศไทย,UHF
368.325,368.325,368.325,การท่าเรือแห่งประเทศไทย,UHF
368.4,368.4,368.4,การท่าเรือแห่งประเทศไทย,UHF
368.7,368.7,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
369.0,369.0,ไม่มี,กรมการสื่อสารทหาร,UHF
369.1,369.1,ไม่มี,กรมการสื่อสารทหาร,UHF
369.3,369.3,ไม่มี,กรมการสื่อสารทหาร,UHF
369.7,369.7,ไม่มี,กรมการสื่อสารทหาร,UHF
369.9,369.9,ไม่มี,กรมการสื่อสารทหาร,UHF
370.0,370.0,347.5,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
370.5,370.5,ไม่มี,กรมการสื่อสารทหาร,UHF
371.275,371.275,381.275,สำนักงาน กสทช.,UHF
371.425,371.425,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
371.525,371.525,381.525,สำนักงาน กสทช.,UHF
371.8,371.8,ไม่มี,กรมการสื่อสารทหาร,UHF
372.1,372.1,ไม่มี,กรมการสื่อสารทหาร,UHF
372.2,372.2,349.6,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),UHF
372.425,372.425,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
372.625,372.625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
372.825,372.825,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
373.025,373.025,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
373.225,373.225,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
373.425,373.425,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
373.625,373.625,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
373.825,373.825,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),UHF
374.0,374.0,ไม่มี,กรมสื่อสารทหารเรือ,UHF
375.0,375.0,550.0,สำนักงาน กสทช. เขต 34,UHF
375.3,375.3,ไม่มี,การรถไฟแห่งประเทศไทย,UHF
375.7,375.7,ไม่มี,กรมสื่อสารทหารเรือ,UHF
375.75,375.75,ไม่มี,กองทัพอากาศ,UHF
375.775,375.775,ไม่มี,กองทัพอากาศ,UHF
375.8,375.8,ไม่มี,กองทัพอากาศ,UHF
375.825,375.825,ไม่มี,กองทัพอากาศ,UHF
375.85,375.85,ไม่มี,กองทัพอากาศ,UHF
