freq,rx,tx,user,band
151.75,151.75,151.75,กองทัพอากาศ,VHF
151.775,151.775,151.775,สำนักงานเลขาธิการสภาผู้แทนราษฎร,VHF
151.8,151.8,ไม่มี,สถาบันวิจัยจุฬาภรณ์,VHF
151.825,151.825,151.825,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
151.8375,151.8375,151.8375,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
151.85,151.85,151.85,กองทัพอากาศ,VHF
151.9,151.9,ไม่มี,ทหารสื่อสาร,VHF
151.925,151.925,151.925,สำนักงาน กสทช.,VHF
151.95,151.95,ไม่มี,บริษัท กระดาษสหไทย จำกัด (มหาชน),VHF
151.975,151.975,151.975,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
152.025,152.025,152.025,สำนักงาน ก.พ.,VHF
152.0375,152.0375,152.0375,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
152.05,152.05,147.15,การไฟฟ้า,VHF
152.0625,152.0625,152.0625,สำนักงานปลัดกระทรวงวัฒนธรรม,VHF
152.075,152.075,152.075,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
152.0875,152.0875,152.0875,ไม่มี,VHF
152.1,152.1,147.2,การไฟฟ้า,VHF
152.1125,152.1125,152.1125,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
152.125,152.125,152.125,บริษัท ทางด่วนและรถไฟฟ้ากรุงเทพ จำกัด (มหาชน),VHF
152.15,152.15,147.25,การไฟฟ้า,VHF
152.175,152.175,152.175,สำนักพระราชวัง,VHF
152.2,152.2,152.2,ตำรวจ,VHF
152.225,152.225,ไม่มี,สำนักงานอัยการสูงสุด,VHF
152.25,152.25,152.25,กระทรวงสาธารณสุข,VHF
152.275,152.275,152.275,ตำรวจ,VHF
152.2875,152.2875,152.2875,ตำรวจ,VHF
152.3,152.3,152.3,ตำรวจ,VHF
152.3125,152.3125,152.3125,ตำรวจ,VHF
152.325,152.325,152.325,ตำรวจ,VHF
152.35,152.35,152.35,ตำรวจ,VHF
152.375,152.375,152.375,ตำรวจ,VHF
152.3875,152.3875,152.3875,ตำรวจ,VHF
152.4125,152.4125,152.4125,ตำรวจ,VHF
152.425,152.425,152.425,ตำรวจ,VHF
152.4375,152.4375,152.4375,ตำรวจ,VHF
152.45,152.45,152.45,ตำรวจ,VHF
152.4625,152.4625,152.4625,ตำรวจ,VHF
152.475,152.475,152.475,ตำรวจ,VHF
152.4875,152.4875,152.4875,ตำรวจ,VHF
152.5,152.5,152.5,ตำรวจ,VHF
152.5125,152.5125,152.5125,ตำรวจ,VHF
152.525,152.525,152.525,ตำรวจ,VHF
152.5375,152.5375,152.5375,ตำรวจ,VHF
152.55,152.55,152.55,ตำรวจ,VHF
152.5625,152.5625,152.5625,ตำรวจ,VHF
152.575,152.575,152.575,ตำรวจ,VHF
152.5875,152.5875,152.5875,ตำรวจ,VHF
152.6,152.6,152.6,ตำรวจ,VHF
152.6125,152.6125,152.6125,ตำรวจ,VHF
152.625,152.625,152.625,ตำรวจ,VHF
152.65,152.65,152.65,ตำรวจ,VHF
152.675,152.675,152.675,ตำรวจ,VHF
152.7,152.7,152.7,ตำรวจ,VHF
152.725,152.725,152.725,ตำรวจ,VHF
152.7375,152.7375,152.7375,ตำรวจ,VHF
152.75,152.75,152.75,ตำรวจ,VHF
152.775,152.775,152.775,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
152.8,152.8,152.8,ตำรวจ,VHF
152.825,152.825,152.825,ตำรวจ,VHF
152.8375,152.8375,152.8375,คลื่นความถี่สำหรับการรักษาความปลอดภัยในบริเวณสถานศึกษา,VHF
152.85,152.85,152.85,ตำรวจ,VHF
152.875,152.875,152.875,ตำรวจ,VHF
152.8875,152.8875,152.8875,ตำรวจ,VHF
152.9,152.9,152.9,ตำรวจ,VHF
152.9125,152.9125,152.9125,ตำรวจ,VHF
152.925,152.925,152.925,ตำรวจ,VHF
152.9375,152.9375,152.9375,ตำรวจ,VHF
152.95,152.95,152.95,ตำรวจ,VHF
152.9625,152.9625,152.9625,ตำรวจ,VHF
152.975,152.975,152.975,ตำรวจ,VHF
153.0,153.0,ไม่มี,สำนักงานราชเลขานุการในพระองค์สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร,VHF
153.0125,153.0125,148.0125,หน่วยราชการในพระองค์ ๙๐๔,VHF
153.025,153.025,148.025,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
153.05,153.05,153.05,ตำรวจ,VHF
153.0625,153.0625,148.0625,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
153.075,153.075,148.075,สำนักราชเลขาธิการ,VHF
153.0875,153.0875,148.0875,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
153.1,153.1,153.1,ตำรวจ,VHF
153.1125,153.1125,148.1125,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
153.125,153.125,ไม่มี,สำรองไว้งานพระราชพิธีฯ,VHF
153.1375,153.1375,148.1375,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
153.15,153.15,153.15,ตำรวจ,VHF
153.1625,153.1625,148.1625,หน่วยราชการในพระองค์ ๙๐๔,VHF
153.175,153.175,148.175,ตำรวจ,VHF
153.1875,153.1875,148.1875,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
153.2,153.2,153.2,ตำรวจ,VHF
153.225,153.225,148.225,มูลนิธิแพทย์อาสาสมเด็จพระศรีนครินทราบรมราชชนนี,VHF
153.25,153.25,153.25,ตำรวจ,VHF
153.275,153.275,148.275,กองงานกิจการในพระองค์สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร,VHF
153.3,153.3,150.5,บริษัท ทีโอที จำกัด (มหาชน),VHF
153.3125,153.3125,148.3125,หน่วยราชการในพระองค์ ๙๐๔,VHF
153.325,153.325,153.325,กรมวังผู้ใหญ่ สำนักพระราชวัง,VHF
153.35,153.35,153.35,ตำรวจ,VHF
153.3625,153.3625,153.3625,ตำรวจ,VHF
153.375,153.375,153.375,ตำรวจ,VHF
153.3875,153.3875,153.3875,ตำรวจ,VHF
153.4,153.4,153.4,ตำรวจ,VHF
153.425,153.425,148.425,กองพันทหารมหาดเล็กรักษาพระองค์ (สมเด็จพระบรมฯ),VHF
153.45,153.45,153.45,ตำรวจ,VHF
153.4625,153.4625,148.4625,หน่วยราชการในพระองค์ ๙๐๔,VHF
153.475,153.475,153.475,ตำรวจ,VHF
153.5,153.5,153.5,กรมทางหลวง,VHF
153.525,153.525,153.525,กองทัพอากาศ,VHF
153.55,153.55,153.55,ตำรวจ,VHF
153.575,153.575,168.9,กรมโรงงานอุตสาหกรรม,VHF
153.6,153.6,153.6,ตำรวจ,VHF
153.6125,153.6125,148.6125,หน่วยราชการในพระองค์ ๙๐๔,VHF
153.625,153.625,153.625,ตำรวจ,VHF
153.65,153.65,148.65,สำนักพระราชวัง,VHF
153.675,153.675,148.675,สำนักงานเลขาธิการคณะกรรมาธิการเศรษฐกิจและสังคมสำหรับเอเชียและแปซิฟิก,VHF
153.7,153.7,148.7,กองงานกิจการในพระองค์สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร,VHF
153.725,153.725,148.725,ไม่มี,VHF
153.75,153.75,153.75,ทหารสื่อสาร,VHF
153.7625,153.7625,148.7625,หน่วยราชการในพระองค์ ๙๐๔,VHF
153.775,153.775,150.075,กรมป้องกันและบรรเทาสาธารณภัย,VHF
153.8,153.8,148.8,กรมประชาสัมพันธ์,VHF
153.825,153.825,150.15,กรมป้องกันและบรรเทาสาธารณภัย,VHF
153.85,153.85,148.85,กรมประชาสัมพันธ์,VHF
153.875,153.875,153.875,กระทรวงสาธารณสุข,VHF
153.9,153.9,153.9,ตำรวจ,VHF
153.9125,153.9125,148.9125,หน่วยราชการในพระองค์ ๙๐๔,VHF
153.925,153.925,153.925,กรมประชาสัมพันธ์,VHF
153.95,153.95,153.95,ตำรวจ,VHF
153.9625,153.9625,153.9625,ตำรวจ,VHF
153.975,153.975,153.975,ตำรวจ,VHF
153.9875,153.9875,153.9875,ตำรวจ,VHF
154.0,154.0,154.0,ตำรวจ,VHF
154.025,154.025,149.025,กรมทางหลวง,VHF
154.05,154.05,149.05,ตำรวจ,VHF
154.0625,154.0625,149.0625,หน่วยราชการในพระองค์ ๙๐๔,VHF
154.075,154.075,154.075,ตำรวจ,VHF
154.0875,154.0875,154.0875,ตำรวจ,VHF
154.1,154.1,149.1,ตำรวจ,VHF
154.1125,154.1125,154.1125,ตำรวจ,VHF
154.125,154.125,ไม่มี,ตำรวจ,VHF
154.1375,154.1375,154.1375,ตำรวจ,VHF
154.15,154.15,149.15,ตำรวจ,VHF
154.1625,154.1625,154.1625,ตำรวจ,VHF
154.175,154.175,149.175,ตำรวจ,VHF
154.1875,154.1875,154.1875,ตำรวจ,VHF
154.2,154.2,149.2,สำนักงานอัยการสูงสุด,VHF
154.2125,154.2125,149.2125,หน่วยราชการในพระองค์ ๙๐๔,VHF
154.225,154.225,149.225,ตำรวจ,VHF
154.2375,154.2375,154.2375,ตำรวจ,VHF
154.25,154.25,149.25,ตำรวจ,VHF
154.2625,154.2625,154.2625,ตำรวจ,VHF
154.275,154.275,154.275,ตำรวจ,VHF
154.2875,154.2875,154.2875,ตำรวจ,VHF
154.3,154.3,154.3,ตำรวจ,VHF
154.3125,154.3125,154.3125,ตำรวจ,VHF
154.325,154.325,154.325,ตำรวจ,VHF
154.3375,154.3375,154.3375,ตำรวจ,VHF
154.35,154.35,149.35,ตำรวจ,VHF
154.3625,154.3625,149.3625,หน่วยราชการในพระองค์ ๙๐๔,VHF
154.375,154.375,149.375,กรมสื่อสารทหารเรือ,VHF
154.4,154.4,149.4,ตำรวจ,VHF
154.425,154.425,149.425,สถาบันวิจัยจุฬาภรณ์,VHF
154.45,154.45,149.45,ตำรวจ,VHF
154.4625,154.4625,154.4625,ตำรวจ,VHF
154.475,154.475,154.475,ตำรวจ,VHF
154.4875,154.4875,154.4875,ตำรวจ,VHF
154.5,154.5,154.5,ตำรวจ,VHF
154.5125,154.5125,149.5125,หน่วยราชการในพระองค์ ๙๐๔,VHF
154.525,154.525,154.525,ตำรวจ,VHF
154.5375,154.5375,154.5375,ตำรวจ,VHF
154.55,154.55,149.55,ตำรวจ,VHF
154.575,154.575,154.575,ตำรวจ,VHF
154.585,154.585,ไม่มี,บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),VHF
154.6,154.6,149.6,ตำรวจ,VHF
154.6125,154.6125,154.6125,ตำรวจ,VHF
154.625,154.625,154.625,ตำรวจ,VHF
154.6375,154.6375,154.6375,ตำรวจ,VHF
154.65,154.65,149.65,ตำรวจ,VHF
154.6625,154.6625,149.6625,หน่วยราชการในพระองค์ ๙๐๔,VHF
154.675,154.675,154.675,สำนักพระราชวัง,VHF
154.7,154.7,149.7,ตำรวจ,VHF
154.7125,154.7125,149.7125,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
154.725,154.725,149.725,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
154.75,154.75,154.75,ตำรวจ,VHF
154.775,154.775,149.775,กองทัพอากาศ,VHF
154.7875,154.7875,149.7875,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
154.8,154.8,149.8,สำนักงานศาลยุติธรรม,VHF
154.8125,154.8125,149.8125,หน่วยราชการในพระองค์ ๙๐๔,VHF
154.825,154.825,149.825,สำนักพระราชวัง,VHF
154.85,154.85,154.85,บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),VHF
154.875,154.875,149.875,ตำรวจ,VHF
154.8875,154.8875,154.8875,กรุงเทพมหานคร,VHF
154.9,154.9,154.9,ตำรวจ,VHF
154.925,154.925,154.925,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
154.95,154.95,ไม่มี,ตำรวจ,VHF
154.975,154.975,154.975,กระทรวงสาธารณสุข,VHF
155.0,155.0,155.0,ตำรวจ,VHF
155.025,155.025,149.025,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
155.05,155.05,155.05,ตำรวจ,VHF
155.075,155.075,155.075,สำนักงาน กสทช.,VHF
155.1,155.1,155.1,ตำรวจ,VHF
155.125,155.125,155.125,กระทรวงสาธารณสุข,VHF
155.15,155.15,155.15,ตำรวจ,VHF
155.175,155.175,155.175,กระทรวงสาธารณสุข,VHF
155.2,155.2,155.2,ตำรวจ,VHF
155.225,155.225,150.225,สำนักงานศาลยุติธรรม,VHF
155.25,155.25,155.25,ตำรวจ,VHF
155.275,155.275,ไม่มี,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
155.3,155.3,155.3,ตำรวจ,VHF
155.325,155.325,157.85,สำนักงานสัสดีกรุงเทพมหานคร,VHF
155.35,155.35,155.35,ตำรวจ,VHF
155.375,155.375,155.375,กระทรวงสาธารณสุข,VHF
155.4,155.4,155.4,ตำรวจ,VHF
155.425,155.425,149.425,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
155.45,155.45,155.45,ตำรวจ,VHF
155.475,155.475,155.475,กระทรวงสาธารณสุข,VHF
155.5,155.5,155.5,กองทัพอากาศ,VHF
155.525,155.525,ไม่มี,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
155.55,155.55,155.55,ตำรวจ,VHF
155.575,155.575,ไม่มี,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
155.6,155.6,155.6,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
155.625,155.625,149.075,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
155.65,155.65,155.65,ตำรวจ,VHF
155.675,155.675,155.675,กระทรวงสาธารณสุข,VHF
155.7,155.7,0.0,กรมการปกครอง,VHF
155.725,155.725,155.725,กระทรวงสาธารณสุข,VHF
155.75,155.75,155.75,กองทัพอากาศ,VHF
155.775,155.775,155.775,กระทรวงสาธารณสุข,VHF
155.8,155.8,155.8,ตำรวจ,VHF
155.825,155.825,155.825,กระทรวงเกษตรและสหกรณ์,VHF
155.85,155.85,155.85,ตำรวจ,VHF
155.875,155.875,155.875,กระทรวงเกษตรและสหกรณ์,VHF
155.9,155.9,155.9,กรมการปกครอง,VHF
155.925,155.925,155.925,การท่าเรือแห่งประเทศไทย,VHF
155.95,155.95,155.95,ตำรวจ,VHF
155.975,155.975,ไม่มี,ทหารสื่อสาร,VHF
156.0,156.0,157.45,กรมทรัพยากรทางทะเลและชายฝั่ง,VHF
156.025,156.025,160.625,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
156.05,156.05,156.05,ตำรวจ,VHF
156.075,156.075,160.675,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
156.1,156.1,156.1,ตำรวจ,VHF
156.125,156.125,160.725,กองทัพอากาศ,VHF
156.15,156.15,156.15,ตำรวจ,VHF
156.175,156.175,160.775,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
156.2,156.2,156.2,ตำรวจ,VHF
156.225,156.225,160.825,บริษัท ระยอง เทอร์มินัล จำกัด,VHF
156.25,156.25,156.25,ตำรวจ,VHF
156.275,156.275,160.875,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
156.3,156.3,156.3,บริษัท เชฟรอน ออฟชอร์ (ประเทศไทย) จำกัด,VHF
156.325,156.325,160.925,กองทัพอากาศ,VHF
156.35,156.35,160.95,ตำรวจ,VHF
156.375,156.375,156.375,บริษัท เชลล์แห่งประเทศไทย จำกัด,VHF
156.4,156.4,156.4,ตำรวจ,VHF
156.425,156.425,156.425,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,VHF
156.45,156.45,156.45,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,VHF
156.475,156.475,156.475,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,VHF
156.5,156.5,156.5,ตำรวจ,VHF
156.525,156.525,156.525,บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),VHF
156.55,156.55,0.0,กรมเจ้าท่า,VHF
156.575,156.575,156.575,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,VHF
156.6,156.6,0.0,กรมเจ้าท่า,VHF
156.625,156.625,0.0,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
156.65,156.65,156.65,กรมเจ้าท่า,VHF
156.675,156.675,156.675,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,VHF
156.7,156.7,156.7,บริษัท เชลล์แห่งประเทศไทย จำกัด,VHF
156.725,156.725,156.725,กรมเจ้าท่า,VHF
156.75,156.75,156.75,กรมเจ้าท่า,VHF
156.775,156.775,156.825,กรมทรัพยากรทางทะเลและชายฝั่ง,VHF
156.8,156.8,156.8,กรมเจ้าท่า,VHF
156.825,156.825,156.775,กรมทรัพยากรทางทะเลและชายฝั่ง,VHF
156.85,156.85,156.85,บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด,VHF
156.875,156.875,ไม่มี,บริษัท ไทยออยล์ จำกัด (มหาชน),VHF
156.9,156.9,161.5,การท่าเรือแห่งประเทศไทย,VHF
156.925,156.925,156.925,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
156.95,156.95,161.55,บริษัท สตาร์ปิโตรเลียมรีไฟน์นิ่ง จำกัด,VHF
156.975,156.975,161.575,การนิคมอุตสาหกรรมแห่งประเทศไทย,VHF
157.0,157.0,157.0,การท่าเรือแห่งประเทศไทย,VHF
157.025,157.025,157.025,บริษัท พาวเวอร์โบท (ประเทศไทย) จำกัด,VHF
157.05,157.05,161.65,กรมสื่อสารทหารเรือ,VHF
157.075,157.075,ไม่มี,สำรองไว้งานพระราชพิธีฯ,VHF
157.1,157.1,ไม่มี,สำรองไว้งานพระราชพิธีฯ,VHF
157.125,157.125,161.725,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
157.15,157.15,0.0,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.175,157.175,161.775,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
157.2,157.2,161.8,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
157.25,157.25,161.85,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
157.275,157.275,161.875,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
157.3,157.3,161.9,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
157.35,157.35,161.95,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
157.375,157.375,157.375,กรมการสื่อสารทหาร,VHF
157.425,157.425,157.425,บริษัท เชฟรอน ออฟชอร์ (ประเทศไทย) จำกัด,VHF
157.45,157.45,156.0,กรมทรัพยากรทางทะเลและชายฝั่ง,VHF
157.4625,157.4625,157.4625,อยู่ระหว่างพิจารณาจัดสรรให้ ปภ (คท.12),VHF
157.475,157.475,157.475,สำนักพระราชวัง,VHF
157.5,157.5,157.5,การท่าเรือแห่งประเทศไทย,VHF
157.525,157.525,ไม่มี,ทหารสื่อสาร,VHF
157.55,157.55,157.55,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.575,157.575,157.575,กรมการสื่อสารทหาร,VHF
157.6,157.6,157.6,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.625,157.625,157.625,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.65,157.65,148.65,การรถไฟแห่งประเทศไทย,VHF
157.675,157.675,ไม่มี,บริษัท ทีโอที จำกัด (มหาชน),VHF
157.7,157.7,0.0,กรมการปกครอง,VHF
157.725,157.725,0.0,กรมการปกครอง,VHF
157.75,157.75,157.75,สำนักเลขาธิการนายกรัฐมนตรี,VHF
157.775,157.775,157.775,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.8,157.8,157.8,กรมทางหลวง,VHF
157.825,157.825,157.825,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.85,157.85,155.325,สำนักงานสัสดีกรุงเทพมหานคร,VHF
157.875,157.875,157.875,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.9,157.9,ไม่มี,ทหารสื่อสาร,VHF
157.925,157.925,ไม่มี,สำนักงานข้าหลวงใหญ่ผู้ลี้ภัยแห่งสหประชาชาติ (UNHCR),VHF
157.95,157.95,157.95,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
157.975,157.975,157.975,สำนักเลขาธิการนายกรัฐมนตรี,VHF
158.0,158.0,158.0,กรมทางหลวง,VHF
158.025,158.025,ไม่มี,ขอสำรองไว้ ดร.ณัฐวุฒิ (คภ),VHF
158.05,158.05,ไม่มี,กองงานกิจการในพระองค์สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร,VHF
158.075,158.075,158.075,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
158.0875,158.0875,158.0875,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
158.1,158.1,158.1,สำนักข่าวกรองแห่งชาติ,VHF
158.125,158.125,ไม่มี,สำนักงานข้าหลวงใหญ่ผู้ลี้ภัยแห่งสหประชาชาติ (UNHCR),VHF
158.15,158.15,ไม่มี,สำนักงานเลขาธิการคณะกรรมาธิการเศรษฐกิจและสังคมสำหรับเอเชียและแปซิฟิก,VHF
158.175,158.175,ไม่มี,กรมสื่อสารทหารเรือ,VHF
158.25,158.25,ไม่มี,กรมราชองครักษ์,VHF
158.275,158.275,162.875,กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,VHF
158.3,158.3,ไม่มี,กรมราชองครักษ์,VHF
158.325,158.325,ไม่มี,กรมราชองครักษ์,VHF
158.35,158.35,ไม่มี,กรมราชองครักษ์,VHF
158.375,158.375,ไม่มี,กรมราชองครักษ์,VHF
158.4,158.4,158.4,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
158.4125,158.4125,158.4125,อยู่ระหว่างพิจารณาจัดสรรให้ ปภ (คท.12),VHF
158.425,158.425,ไม่มี,กรมราชองครักษ์,VHF
158.45,158.45,ไม่มี,กรมราชองครักษ์,VHF
158.475,158.475,ไม่มี,กรมราชองครักษ์,VHF
158.5,158.5,ไม่มี,กรมราชองครักษ์,VHF
158.525,158.525,ไม่มี,กรมราชองครักษ์,VHF
158.55,158.55,ไม่มี,กรมราชองครักษ์,VHF
158.575,158.575,ไม่มี,กรมราชองครักษ์,VHF
158.6,158.6,158.6,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
158.6125,158.6125,163.6125,หน่วยราชการในพระองค์ ๙๐๔,VHF
158.625,158.625,163.625,สำนักพระราชวัง,VHF
158.65,158.65,163.65,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
158.6625,158.6625,163.6625,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
158.675,158.675,163.675,กรมราชองครักษ์,VHF
158.7,158.7,0.0,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
158.725,158.725,163.725,กรมราชองครักษ์,VHF
158.75,158.75,163.75,กรมราชองครักษ์,VHF
158.7625,158.7625,163.7625,หน่วยราชการในพระองค์ ๙๐๔,VHF
158.775,158.775,163.775,กรมราชองครักษ์,VHF
158.8,158.8,163.8,กองทัพอากาศ,VHF
158.8125,158.8125,163.8125,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
158.825,158.825,163.825,กรมราชองครักษ์,VHF
158.85,158.85,163.85,กรมราชองครักษ์,VHF
158.875,158.875,163.875,กรมราชองครักษ์,VHF
158.9,158.9,163.9,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
158.9125,158.9125,163.9125,หน่วยราชการในพระองค์ ๙๐๔,VHF
158.925,158.925,163.925,กรมราชองครักษ์,VHF
158.95,158.95,163.95,กรมการสื่อสารทหาร,VHF
158.9625,158.9625,163.9625,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
158.975,158.975,163.975,กรมราชองครักษ์,VHF
159.0,159.0,164.0,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),VHF
159.025,159.025,164.025,กรมราชองครักษ์,VHF
159.05,159.05,164.05,กรมราชองครักษ์,VHF
159.0625,159.0625,164.0625,หน่วยราชการในพระองค์ ๙๐๔,VHF
159.08,159.08,ไม่มี,กรมราชองครักษ์,VHF
159.1,159.1,164.1,กรมราชองครักษ์,VHF
159.11,159.11,ไม่มี,กรมราชองครักษ์,VHF
159.125,159.125,164.125,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
159.14,159.14,ไม่มี,กรมราชองครักษ์,VHF
159.15,159.15,164.15,กรมราชองครักษ์,VHF
159.17,159.17,ไม่มี,กรมราชองครักษ์,VHF
159.1875,159.1875,164.1875,สถาบันการแพทย์ฉุกเฉินแห่งชาติ,VHF
159.2,159.2,164.2,ตำรวจ,VHF
159.2125,159.2125,164.2125,หน่วยราชการในพระองค์ ๙๐๔,VHF
159.225,159.225,164.225,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
159.2375,159.2375,164.2375,สถาบันการแพทย์ฉุกเฉินแห่งชาติ,VHF
159.25,159.25,164.25,ทหารสื่อสาร,VHF
159.2625,159.2625,164.2625,สถาบันการแพทย์ฉุกเฉินแห่งชาติ,VHF
159.275,159.275,164.275,ทหารสื่อสาร,VHF
159.3,159.3,159.3,ตำรวจ,VHF
159.3125,159.3125,164.3125,ทหารสื่อสาร,VHF
159.325,159.325,164.325,ทหารสื่อสาร,VHF
159.3375,159.3375,167.3375,ทหารสื่อสาร,VHF
159.35,159.35,164.35,ทหารสื่อสาร,VHF
159.375,159.375,164.375,กองงานกิจการในพระองค์สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร,VHF
159.3875,159.3875,164.3875,หน่วยราชการในพระองค์ ๙๐๔,VHF
159.4,159.4,159.4,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
159.425,159.425,159.425,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
159.45,159.45,164.45,กองกิจการในพระองค์สมเด็จพระบรมโอรสาธิราชฯ สยามมกุฏราชกุมาร,VHF
159.5,159.5,159.5,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,VHF
159.525,159.525,164.525,กรมที่ดิน,VHF
159.5375,159.5375,164.5375,หน่วยราชการในพระองค์ ๙๐๔,VHF
159.55,159.55,0.0,บริษัท อสมท จำกัด (มหาชน),VHF
159.575,159.575,164.575,กองทัพอากาศ,VHF
159.6,159.6,164.6,วังรื่นฤดี,VHF
159.6125,159.6125,164.6125,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
159.625,159.625,159.625,สำนักพระราชวัง,VHF
159.65,159.65,164.9,สำนักพระราชวัง,VHF
159.6625,159.6625,164.6625,จัดสรรทดแทนกรมการทหารสื่อสาร (ทบ.) คท. 11,VHF
159.675,159.675,0.0,บริษัท อสมท จำกัด (มหาชน),VHF
